date,district,latitude,longitude,rainfall_mm,temperature_c,humidity_pct,sunshine_hours,soil_moisture
2015-01-27,Bugesera,-2.1833,30.1667,0.46,20.75,67.09,25.43,0.0776551618043721
2015-01-28,Bugesera,-2.1833,30.1667,2.71,21.32,67.98,25.11,0.09310688753371628
2015-01-29,Bugesera,-2.1833,30.1667,5.62,21.55,68.24,18.99,0.13534085440365884
2015-01-30,Bugesera,-2.1833,30.1667,2.81,21.31,69.63,17.8,0.14313972624311
2015-01-31,Bugesera,-2.1833,30.1667,0.13,20.89,67.09,25.01,0.1229687673066435
2015-02-01,Bugesera,-2.1833,30.1667,0.09,21.21,66.59,24.08,0.10542345221064697
2015-02-02,Bugesera,-2.1833,30.1667,0.11,22.29,62.93,20.69,0.09070993437904992
2015-02-03,Bugesera,-2.1833,30.1667,0.2,21.76,69.05,20.58,0.07910344422219244
2015-02-04,Bugesera,-2.1833,30.1667,0.2,21.64,66.77,12.68,0.06923792758886357
2015-02-05,Bugesera,-2.1833,30.1667,0.25,21.7,68.6,23.15,0.06135223845053404
2015-02-06,Bugesera,-2.1833,30.1667,0.13,21.79,68.46,21.51,0.05344940268295393
2015-02-07,Bugesera,-2.1833,30.1667,0.26,20.54,74.64,24.65,0.04803199228051084
2015-02-08,Bugesera,-2.1833,30.1667,0.81,19.91,78.06,17.82,0.04892719343843421
2015-02-09,Bugesera,-2.1833,30.1667,0.14,21.08,70.55,23.76,0.04298811442266908
2015-02-10,Bugesera,-2.1833,30.1667,0.72,20.53,70.02,20.8,0.04373989725926872
2015-02-11,Bugesera,-2.1833,30.1667,0.99,20.97,67.29,19.74,0.047078912670378406
2015-02-12,Bugesera,-2.1833,30.1667,0.42,21.38,67.43,20.84,0.044217075769821645
2015-02-13,Bugesera,-2.1833,30.1667,1.15,21.54,65.48,18.4,0.0490845144043484
2015-02-14,Bugesera,-2.1833,30.1667,2.4,21.17,70.43,18.29,0.06572183724369614
2015-02-15,Bugesera,-2.1833,30.1667,5.13,19.84,77.12,18.92,0.10716356165714172
2015-02-16,Bugesera,-2.1833,30.1667,3.43,20.15,76.41,19.17,0.12538902740857047
2015-02-17,Bugesera,-2.1833,30.1667,26.59,19.39,81.86,11.03,0.3724806732972849
2015-02-18,Bugesera,-2.1833,30.1667,5.86,19.97,71.52,18.44,0.37520857230269217
2015-02-19,Bugesera,-2.1833,30.1667,1.44,21.02,68.9,25.68,0.3333272864572884
2015-02-20,Bugesera,-2.1833,30.1667,0.97,21.12,69.87,13.3,0.2930281934886951
2015-02-21,Bugesera,-2.1833,30.1667,0.62,20.77,72.68,15.69,0.2552739644653908
2015-02-22,Bugesera,-2.1833,30.1667,0.68,21.39,72.12,22.06,0.22378286979558218
2015-02-23,Bugesera,-2.1833,30.1667,2.44,21.06,73.22,17.69,0.21461543932624486
2015-02-24,Bugesera,-2.1833,30.1667,1.9,20.99,72.78,11.87,0.20142312342730812
2015-02-25,Bugesera,-2.1833,30.1667,2.42,18.81,81.93,17.43,0.19540965491321188
2015-02-26,Bugesera,-2.1833,30.1667,0.49,19.69,73.19,22.3,0.17099820667623009
2015-02-27,Bugesera,-2.1833,30.1667,0.6,20.83,67.43,23.9,0.15134847567479556
2015-02-28,Bugesera,-2.1833,30.1667,7.31,19.73,77.46,7.97,0.20174620432357623
2015-03-01,Bugesera,-2.1833,30.1667,0.85,19.76,75.01,17.39,0.1799842736750398
2015-03-02,Bugesera,-2.1833,30.1667,0.67,20.27,70.97,19.64,0.15968663262378385
2015-03-03,Bugesera,-2.1833,30.1667,5.04,20.19,75.83,18.47,0.18613363773021627
2015-03-04,Bugesera,-2.1833,30.1667,7.3,19.87,75.75,19.1,0.23121359207068382
2015-03-05,Bugesera,-2.1833,30.1667,0.48,19.67,72.2,23.42,0.20133155326008123
2015-03-06,Bugesera,-2.1833,30.1667,1.76,20.17,69.11,24.39,0.18873182027106905
2015-03-07,Bugesera,-2.1833,30.1667,0.63,20.69,67.68,24.44,0.16672204723040868
2015-03-08,Bugesera,-2.1833,30.1667,1.59,20.81,70.0,24.29,0.15761374014584736
2015-03-09,Bugesera,-2.1833,30.1667,0.25,21.4,66.39,26.32,0.13647167912397026
2015-03-10,Bugesera,-2.1833,30.1667,0.22,21.89,57.12,23.47,0.11820092725537472
2015-03-11,Bugesera,-2.1833,30.1667,0.16,22.62,60.12,24.84,0.10207078816706851
2015-03-12,Bugesera,-2.1833,30.1667,0.63,21.57,68.93,21.82,0.09306016994200823
2015-03-13,Bugesera,-2.1833,30.1667,1.09,21.41,71.31,21.91,0.090001144450707
2015-03-14,Bugesera,-2.1833,30.1667,1.35,20.99,71.9,22.07,0.09000097278310094
2015-03-15,Bugesera,-2.1833,30.1667,0.49,21.79,64.12,24.53,0.08140082686563581
2015-03-16,Bugesera,-2.1833,30.1667,0.0,21.14,57.25,27.94,0.06919070283579043
2015-03-17,Bugesera,-2.1833,30.1667,1.55,22.31,58.18,22.77,0.07431209741042186
2015-03-18,Bugesera,-2.1833,30.1667,2.26,21.74,69.76,19.31,0.08576528279885857
2015-03-19,Bugesera,-2.1833,30.1667,2.78,21.77,70.04,20.14,0.10070049037902978
2015-03-20,Bugesera,-2.1833,30.1667,2.94,22.22,66.77,22.6,0.1149954168221753
2015-03-21,Bugesera,-2.1833,30.1667,6.61,21.62,71.94,20.22,0.163846104298849
2015-03-22,Bugesera,-2.1833,30.1667,2.95,20.83,78.95,18.13,0.16876918865402163
2015-03-23,Bugesera,-2.1833,30.1667,1.94,20.94,78.27,12.43,0.1628538103559184
2015-03-24,Bugesera,-2.1833,30.1667,35.29,18.27,92.51,7.78,0.4913257388025306
2015-03-25,Bugesera,-2.1833,30.1667,4.71,19.52,85.15,16.99,0.46472687798215107
2015-03-26,Bugesera,-2.1833,30.1667,4.11,19.9,83.67,15.9,0.4361178462848284
2015-03-27,Bugesera,-2.1833,30.1667,4.41,20.1,80.99,14.72,0.4148001693421042
2015-03-28,Bugesera,-2.1833,30.1667,11.65,19.79,83.9,13.18,0.4690801439407885
2015-03-29,Bugesera,-2.1833,30.1667,5.75,19.39,82.9,8.98,0.45621812234967024
2015-03-30,Bugesera,-2.1833,30.1667,4.59,19.87,80.53,14.74,0.43368540399721967
2015-03-31,Bugesera,-2.1833,30.1667,2.71,19.57,83.42,15.86,0.3957325933976367
2015-04-01,Bugesera,-2.1833,30.1667,3.83,19.37,81.63,14.21,0.3746727043879912
2015-04-02,Bugesera,-2.1833,30.1667,0.78,20.12,76.75,22.55,0.3262717987297925
2015-04-03,Bugesera,-2.1833,30.1667,9.51,19.87,82.89,13.18,0.37243102892032365
2015-04-04,Bugesera,-2.1833,30.1667,15.81,18.54,84.59,11.47,0.4746663745822751
2015-04-05,Bugesera,-2.1833,30.1667,3.46,19.43,82.65,14.6,0.4380664183949339
2015-04-06,Bugesera,-2.1833,30.1667,0.94,19.14,83.19,16.94,0.3817564556356938
2015-04-07,Bugesera,-2.1833,30.1667,5.8,18.42,87.2,15.48,0.38249298729033976
2015-04-08,Bugesera,-2.1833,30.1667,0.84,20.71,74.22,23.76,0.3335190391967888
2015-04-09,Bugesera,-2.1833,30.1667,2.42,19.73,80.47,15.74,0.30769118331727047
2015-04-10,Bugesera,-2.1833,30.1667,1.18,20.23,78.28,12.92,0.27333750581967986
2015-04-11,Bugesera,-2.1833,30.1667,0.53,19.52,79.35,20.87,0.23763687994672789
2015-04-12,Bugesera,-2.1833,30.1667,1.38,19.9,77.85,16.09,0.21579134795471872
2015-04-13,Bugesera,-2.1833,30.1667,1.05,20.79,77.12,17.57,0.19392264576151091
2015-04-14,Bugesera,-2.1833,30.1667,1.1,21.4,73.13,21.0,0.17583424889728427
2015-04-15,Bugesera,-2.1833,30.1667,4.41,20.31,79.06,14.67,0.19355911156269162
2015-04-16,Bugesera,-2.1833,30.1667,5.7,19.45,82.7,18.26,0.22152524482828787
2015-04-17,Bugesera,-2.1833,30.1667,3.2,19.55,80.73,17.73,0.2202964581040447
2015-04-18,Bugesera,-2.1833,30.1667,5.24,19.72,81.03,11.66,0.23965198938843799
2015-04-19,Bugesera,-2.1833,30.1667,6.14,19.61,79.98,17.86,0.2651041909801723
2015-04-20,Bugesera,-2.1833,30.1667,4.56,19.53,79.67,21.43,0.27093856233314645
2015-04-21,Bugesera,-2.1833,30.1667,8.55,18.94,79.66,11.26,0.3157977779831745
2015-04-22,Bugesera,-2.1833,30.1667,2.97,19.17,81.19,15.75,0.2981281112856983
2015-04-23,Bugesera,-2.1833,30.1667,4.92,19.38,80.27,16.31,0.30260889459284357
2015-04-24,Bugesera,-2.1833,30.1667,2.01,18.79,80.59,16.5,0.27731756040391703
2015-04-25,Bugesera,-2.1833,30.1667,1.72,19.11,76.45,15.89,0.2529199263433295
2015-04-26,Bugesera,-2.1833,30.1667,2.21,19.21,80.77,14.58,0.23708193739183006
2015-04-27,Bugesera,-2.1833,30.1667,9.16,19.12,81.56,9.28,0.2931196467830555
2015-04-28,Bugesera,-2.1833,30.1667,5.77,18.58,85.11,21.76,0.3068516997655972
2015-04-29,Bugesera,-2.1833,30.1667,1.94,19.89,76.21,21.83,0.28022394480075763
2015-04-30,Bugesera,-2.1833,30.1667,2.46,19.41,81.33,12.77,0.26279035308064397
2015-05-01,Bugesera,-2.1833,30.1667,2.56,19.24,83.25,19.7,0.2489718001185474
2015-05-02,Bugesera,-2.1833,30.1667,5.61,19.0,87.38,11.59,0.2677260301007653
2015-05-03,Bugesera,-2.1833,30.1667,3.64,18.53,85.61,19.25,0.2639671255856505
2015-05-04,Bugesera,-2.1833,30.1667,2.52,19.61,82.08,20.6,0.24957205674780292
2015-05-05,Bugesera,-2.1833,30.1667,1.47,19.29,81.44,17.18,0.22683624823563248
2015-05-06,Bugesera,-2.1833,30.1667,2.87,19.41,81.14,14.85,0.2215108110002876
2015-05-07,Bugesera,-2.1833,30.1667,3.94,18.96,83.08,16.55,0.22768418935024445
2015-05-08,Bugesera,-2.1833,30.1667,4.71,18.93,83.89,12.68,0.2406315609477078
2015-05-09,Bugesera,-2.1833,30.1667,5.4,18.91,86.47,15.02,0.2585368268055516
2015-05-10,Bugesera,-2.1833,30.1667,1.48,19.83,79.42,20.05,0.23455630278471887
2015-05-11,Bugesera,-2.1833,30.1667,2.22,19.95,78.5,22.05,0.22157285736701102
2015-05-12,Bugesera,-2.1833,30.1667,1.64,19.3,82.0,17.57,0.20473692876195937
2015-05-13,Bugesera,-2.1833,30.1667,2.47,19.98,81.04,18.38,0.19872638944766546
2015-05-14,Bugesera,-2.1833,30.1667,3.06,19.67,84.99,15.3,0.19951743103051567
2015-05-15,Bugesera,-2.1833,30.1667,2.83,19.92,83.51,19.36,0.1978898163759383
2015-05-16,Bugesera,-2.1833,30.1667,5.69,19.97,82.38,16.77,0.22510634391954756
2015-05-17,Bugesera,-2.1833,30.1667,6.0,19.58,83.3,19.65,0.2513403923316154
2015-05-18,Bugesera,-2.1833,30.1667,3.54,19.17,78.76,19.91,0.24903933348187313
2015-05-19,Bugesera,-2.1833,30.1667,0.88,19.54,75.36,18.01,0.22048343345959215
2015-05-20,Bugesera,-2.1833,30.1667,0.28,19.3,73.82,17.24,0.19021091844065333
2015-05-21,Bugesera,-2.1833,30.1667,2.3,18.88,76.0,19.55,0.1846792806745553
2015-05-22,Bugesera,-2.1833,30.1667,0.47,19.18,75.06,19.41,0.16167738857337202
2015-05-23,Bugesera,-2.1833,30.1667,0.23,19.59,71.52,21.17,0.1397257802873662
2015-05-24,Bugesera,-2.1833,30.1667,3.02,20.23,75.63,19.18,0.14896691324426128
2015-05-25,Bugesera,-2.1833,30.1667,6.65,19.49,80.5,19.57,0.1931218762576221
2015-05-26,Bugesera,-2.1833,30.1667,2.39,19.24,78.82,16.54,0.18805359481897876
2015-05-27,Bugesera,-2.1833,30.1667,1.83,19.41,77.4,19.48,0.17814555559613196
2015-05-28,Bugesera,-2.1833,30.1667,0.49,20.17,74.89,20.43,0.15632372225671215
2015-05-29,Bugesera,-2.1833,30.1667,1.71,19.71,77.7,16.4,0.14997516391820534
2015-05-30,Bugesera,-2.1833,30.1667,7.68,20.18,76.2,17.0,0.20427888933047456
2015-05-31,Bugesera,-2.1833,30.1667,3.5,19.8,78.91,17.64,0.20863705593090337
2015-06-01,Bugesera,-2.1833,30.1667,5.42,19.21,81.52,15.31,0.23154149754126785
2015-06-02,Bugesera,-2.1833,30.1667,3.99,19.04,82.3,10.53,0.23671027291007768
2015-06-03,Bugesera,-2.1833,30.1667,1.74,19.8,78.35,18.8,0.21860373197356603
2015-06-04,Bugesera,-2.1833,30.1667,17.95,18.68,86.06,15.05,0.3653131721775311
2015-06-05,Bugesera,-2.1833,30.1667,0.19,20.14,75.97,15.42,0.31241619635090145
2015-06-06,Bugesera,-2.1833,30.1667,0.02,19.94,63.13,20.98,0.2657537668982662
2015-06-07,Bugesera,-2.1833,30.1667,0.0,19.62,61.72,21.04,0.22589070186352625
2015-06-08,Bugesera,-2.1833,30.1667,0.0,19.86,65.86,21.95,0.1920070965839973
2015-06-09,Bugesera,-2.1833,30.1667,0.0,19.38,68.96,20.32,0.1632060320963977
2015-06-10,Bugesera,-2.1833,30.1667,0.09,19.77,69.17,21.98,0.13962512728193804
2015-06-11,Bugesera,-2.1833,30.1667,0.34,20.35,69.48,19.24,0.12208135818964734
2015-06-12,Bugesera,-2.1833,30.1667,0.4,19.91,71.92,16.69,0.10776915446120024
2015-06-13,Bugesera,-2.1833,30.1667,0.88,19.87,72.22,17.47,0.1004037812920202
2015-06-14,Bugesera,-2.1833,30.1667,0.78,19.82,70.44,14.98,0.09314321409821717
2015-06-15,Bugesera,-2.1833,30.1667,0.02,21.15,64.21,20.73,0.0793717319834846
2015-06-16,Bugesera,-2.1833,30.1667,0.47,21.44,66.55,18.22,0.07216597218596191
2015-06-17,Bugesera,-2.1833,30.1667,1.76,20.58,73.5,15.68,0.07894107635806762
2015-06-18,Bugesera,-2.1833,30.1667,19.93,19.58,79.56,9.31,0.2663999149043575
2015-06-19,Bugesera,-2.1833,30.1667,5.4,18.1,86.6,11.11,0.28043992766870385
2015-06-20,Bugesera,-2.1833,30.1667,2.66,18.62,78.83,13.36,0.2649739385183983
2015-06-21,Bugesera,-2.1833,30.1667,0.02,19.12,68.48,18.98,0.22542784774063854
2015-06-22,Bugesera,-2.1833,30.1667,0.12,19.09,69.34,19.65,0.19281367057954277
2015-06-23,Bugesera,-2.1833,30.1667,0.07,19.34,67.25,19.75,0.16459161999261135
2015-06-24,Bugesera,-2.1833,30.1667,0.21,19.73,69.24,18.61,0.14200287699371963
2015-06-25,Bugesera,-2.1833,30.1667,0.22,20.26,67.24,16.43,0.12290244544466168
2015-06-26,Bugesera,-2.1833,30.1667,1.22,19.55,70.87,14.51,0.11666707862796243
2015-06-27,Bugesera,-2.1833,30.1667,0.02,19.72,70.73,19.28,0.09936701683376807
2015-06-28,Bugesera,-2.1833,30.1667,0.01,20.27,66.51,20.78,0.08456196430870286
2015-06-29,Bugesera,-2.1833,30.1667,0.09,20.04,68.68,15.61,0.07277766966239743
2015-06-30,Bugesera,-2.1833,30.1667,3.8,20.23,74.42,17.36,0.0998610192130378
2015-07-01,Bugesera,-2.1833,30.1667,1.11,20.38,74.12,17.23,0.09598186633108213
2015-07-02,Bugesera,-2.1833,30.1667,1.08,19.6,76.89,15.03,0.09238458638141982
2015-07-03,Bugesera,-2.1833,30.1667,2.06,19.93,74.83,14.32,0.09912689842420686
2015-07-04,Bugesera,-2.1833,30.1667,3.32,19.51,73.5,14.25,0.11745786366057581
2015-07-05,Bugesera,-2.1833,30.1667,0.0,19.33,67.4,21.46,0.09983918411148944
2015-07-06,Bugesera,-2.1833,30.1667,0.0,19.0,63.1,22.3,0.08486330649476602
2015-07-07,Bugesera,-2.1833,30.1667,0.0,18.53,67.56,20.14,0.07213381052055111
2015-07-08,Bugesera,-2.1833,30.1667,0.0,19.59,70.37,19.85,0.06131373894246844
2015-07-09,Bugesera,-2.1833,30.1667,0.0,20.43,65.65,23.23,0.05211667810109818
2015-07-10,Bugesera,-2.1833,30.1667,0.0,20.75,64.44,22.92,0.04429917638593345
2015-07-11,Bugesera,-2.1833,30.1667,0.0,20.08,62.94,22.31,0.03765429992804343
2015-07-12,Bugesera,-2.1833,30.1667,0.0,19.59,58.08,23.47,0.03200615493883691
2015-07-13,Bugesera,-2.1833,30.1667,0.0,19.75,57.17,22.55,0.027205231698011374
2015-07-14,Bugesera,-2.1833,30.1667,0.0,20.51,58.78,22.67,0.023124446943309666
2015-07-15,Bugesera,-2.1833,30.1667,0.0,19.58,61.43,23.17,0.019655779901813216
2015-07-16,Bugesera,-2.1833,30.1667,0.0,20.49,56.4,23.66,0.016707412916541233
2015-07-17,Bugesera,-2.1833,30.1667,0.09,21.83,52.72,23.24,0.015101300979060048
2015-07-18,Bugesera,-2.1833,30.1667,0.06,22.39,55.61,21.26,0.013436105832201041
2015-07-19,Bugesera,-2.1833,30.1667,0.37,20.71,64.91,20.38,0.015120689957370885
2015-07-20,Bugesera,-2.1833,30.1667,0.04,20.94,63.23,20.8,0.013252586463765252
2015-07-21,Bugesera,-2.1833,30.1667,0.0,21.0,60.03,20.76,0.011264698494200464
2015-07-22,Bugesera,-2.1833,30.1667,0.0,20.53,62.98,21.35,0.009574993720070394
2015-07-23,Bugesera,-2.1833,30.1667,0.02,20.85,58.33,22.7,0.008338744662059836
2015-07-24,Bugesera,-2.1833,30.1667,0.0,21.48,59.65,20.93,0.007087932962750861
2015-07-25,Bugesera,-2.1833,30.1667,0.1,21.82,61.76,20.64,0.007024743018338231
2015-07-26,Bugesera,-2.1833,30.1667,0.01,22.44,57.49,19.55,0.006071031565587496
2015-07-27,Bugesera,-2.1833,30.1667,0.0,21.74,57.83,20.43,0.005160376830749372
2015-07-28,Bugesera,-2.1833,30.1667,0.0,20.76,51.53,21.8,0.004386320306136966
2015-07-29,Bugesera,-2.1833,30.1667,0.0,19.94,54.89,21.79,0.0037283722602164207
2015-07-30,Bugesera,-2.1833,30.1667,0.22,20.42,61.08,16.81,0.005369116421183958
2015-07-31,Bugesera,-2.1833,30.1667,1.1,21.05,64.48,16.04,0.015563748958006364
2015-08-01,Bugesera,-2.1833,30.1667,0.33,21.82,62.84,18.29,0.01652918661430541
2015-08-02,Bugesera,-2.1833,30.1667,3.11,20.54,68.47,11.61,0.0451498086221596
2015-08-03,Bugesera,-2.1833,30.1667,0.7,19.87,67.84,14.89,0.04537733732883566
2015-08-04,Bugesera,-2.1833,30.1667,0.32,20.72,63.84,18.7,0.04177073672951031
2015-08-05,Bugesera,-2.1833,30.1667,0.5,20.59,62.91,20.61,0.04050512622008376
2015-08-06,Bugesera,-2.1833,30.1667,0.49,21.01,61.48,20.34,0.039329357287071195
2015-08-07,Bugesera,-2.1833,30.1667,0.41,21.18,62.95,18.68,0.037529953694010514
2015-08-08,Bugesera,-2.1833,30.1667,0.01,21.25,58.98,21.1,0.03200046063990894
2015-08-09,Bugesera,-2.1833,30.1667,0.0,19.87,58.47,21.24,0.0272003915439226
2015-08-10,Bugesera,-2.1833,30.1667,0.02,20.57,56.28,17.85,0.023320332812334206
2015-08-11,Bugesera,-2.1833,30.1667,0.17,21.0,64.97,11.8,0.021522282890484076
2015-08-12,Bugesera,-2.1833,30.1667,0.06,21.87,63.3,19.92,0.018893940456911465
2015-08-13,Bugesera,-2.1833,30.1667,0.01,22.39,57.27,20.46,0.016159849388374743
2015-08-14,Bugesera,-2.1833,30.1667,0.04,22.13,59.72,18.48,0.01413587198011853
2015-08-15,Bugesera,-2.1833,30.1667,0.11,22.38,59.84,20.22,0.01311549118310075
2015-08-16,Bugesera,-2.1833,30.1667,0.0,21.97,52.28,25.47,0.011148167505635636
2015-08-17,Bugesera,-2.1833,30.1667,0.0,20.46,43.39,25.7,0.00947594237979029
2015-08-18,Bugesera,-2.1833,30.1667,0.0,20.99,47.0,25.84,0.008054551022821746
2015-08-19,Bugesera,-2.1833,30.1667,0.01,22.37,46.68,24.8,0.0069463683693984845
2015-08-20,Bugesera,-2.1833,30.1667,0.03,22.9,49.25,23.58,0.0062044131139887115
2015-08-21,Bugesera,-2.1833,30.1667,0.38,22.2,56.8,18.18,0.009073751146890404
2015-08-22,Bugesera,-2.1833,30.1667,0.08,22.41,49.45,24.92,0.008512688474856844
2015-08-23,Bugesera,-2.1833,30.1667,0.0,19.51,49.75,21.13,0.007235785203628317
2015-08-24,Bugesera,-2.1833,30.1667,0.0,19.96,46.37,25.02,0.0061504174230840696
2015-08-25,Bugesera,-2.1833,30.1667,0.01,20.03,51.0,23.01,0.005327854809621459
2015-08-26,Bugesera,-2.1833,30.1667,0.08,21.87,49.83,23.28,0.0053286765881782406
2015-08-27,Bugesera,-2.1833,30.1667,0.05,22.54,47.61,24.18,0.0050293750999515045
2015-08-28,Bugesera,-2.1833,30.1667,0.22,22.61,49.57,23.58,0.0064749688349587785
2015-08-29,Bugesera,-2.1833,30.1667,0.51,22.94,53.44,23.04,0.010603723509714962
2015-08-30,Bugesera,-2.1833,30.1667,0.15,23.93,51.61,23.18,0.010513164983257717
2015-08-31,Bugesera,-2.1833,30.1667,2.8,23.26,56.3,19.95,0.03693619023576906
2015-09-01,Bugesera,-2.1833,30.1667,4.21,21.8,67.83,18.67,0.0734957617004037
2015-09-02,Bugesera,-2.1833,30.1667,6.36,20.07,78.82,20.75,0.12607139744534315
2015-09-03,Bugesera,-2.1833,30.1667,6.34,20.78,74.39,18.5,0.17056068782854167
2015-09-04,Bugesera,-2.1833,30.1667,5.98,19.19,82.64,12.91,0.2047765846542604
2015-09-05,Bugesera,-2.1833,30.1667,6.6,19.05,80.81,16.48,0.24006009695612135
2015-09-06,Bugesera,-2.1833,30.1667,1.58,19.77,73.92,13.35,0.21985108241270315
2015-09-07,Bugesera,-2.1833,30.1667,0.47,20.96,67.14,20.36,0.1915734200507977
2015-09-08,Bugesera,-2.1833,30.1667,0.82,21.32,63.03,24.49,0.17103740704317805
2015-09-09,Bugesera,-2.1833,30.1667,0.44,21.88,62.75,21.99,0.14978179598670133
2015-09-10,Bugesera,-2.1833,30.1667,0.3,21.46,64.26,21.13,0.13031452658869613
2015-09-11,Bugesera,-2.1833,30.1667,0.5,21.93,62.07,23.74,0.11576734760039172
2015-09-12,Bugesera,-2.1833,30.1667,0.65,21.96,63.28,21.36,0.10490224546033296
2015-09-13,Bugesera,-2.1833,30.1667,5.37,22.24,61.72,20.37,0.142866908641283
2015-09-14,Bugesera,-2.1833,30.1667,0.05,21.91,58.27,22.45,0.12193687234509056
2015-09-15,Bugesera,-2.1833,30.1667,0.91,21.73,61.09,22.66,0.11274634149332696
2015-09-16,Bugesera,-2.1833,30.1667,4.28,21.52,67.88,21.67,0.13863439026932792
2015-09-17,Bugesera,-2.1833,30.1667,1.69,21.74,66.14,18.34,0.1347392317289287
2015-09-18,Bugesera,-2.1833,30.1667,0.49,22.18,63.95,21.45,0.1194283469695894
2015-09-19,Bugesera,-2.1833,30.1667,0.48,22.4,61.78,21.76,0.10631409492415099
2015-09-20,Bugesera,-2.1833,30.1667,0.43,22.22,59.02,24.26,0.09466698068552834
2015-09-21,Bugesera,-2.1833,30.1667,0.01,22.04,52.06,26.31,0.08056693358269909
2015-09-22,Bugesera,-2.1833,30.1667,0.05,22.6,53.78,25.43,0.06898189354529423
2015-09-23,Bugesera,-2.1833,30.1667,0.11,22.97,54.75,21.19,0.05973460951350009
2015-09-24,Bugesera,-2.1833,30.1667,0.54,22.67,58.84,23.36,0.05617441808647508
2015-09-25,Bugesera,-2.1833,30.1667,2.17,21.77,65.52,18.08,0.06944825537350381
2015-09-26,Bugesera,-2.1833,30.1667,2.06,19.73,76.33,14.22,0.07963101706747824
2015-09-27,Bugesera,-2.1833,30.1667,1.26,20.26,72.92,13.98,0.0802863645073565
2015-09-28,Bugesera,-2.1833,30.1667,3.26,21.29,67.52,17.14,0.10084340983125303
2015-09-29,Bugesera,-2.1833,30.1667,0.71,22.31,63.35,24.46,0.09281689835656508
2015-09-30,Bugesera,-2.1833,30.1667,1.67,22.07,64.48,20.76,0.09559436360308032
2015-10-01,Bugesera,-2.1833,30.1667,4.29,21.51,68.15,14.85,0.12415520906261826
2015-10-02,Bugesera,-2.1833,30.1667,2.98,21.77,65.33,16.35,0.13533192770322552
2015-10-03,Bugesera,-2.1833,30.1667,5.24,19.52,82.42,14.81,0.1674321385477417
2015-10-04,Bugesera,-2.1833,30.1667,2.55,21.03,72.49,20.33,0.16781731776558043
2015-10-05,Bugesera,-2.1833,30.1667,0.74,21.97,64.64,21.46,0.15004472010074335
2015-10-06,Bugesera,-2.1833,30.1667,0.06,22.6,58.19,25.93,0.12813801208563183
2015-10-07,Bugesera,-2.1833,30.1667,0.41,21.86,57.4,23.73,0.11301731027278705
2015-10-08,Bugesera,-2.1833,30.1667,0.76,21.89,62.45,21.55,0.10366471373186899
2015-10-09,Bugesera,-2.1833,30.1667,6.91,21.24,72.37,18.53,0.15721500667208863
2015-10-10,Bugesera,-2.1833,30.1667,1.51,20.91,72.6,18.42,0.14873275567127534
2015-10-11,Bugesera,-2.1833,30.1667,6.54,20.15,77.55,12.63,0.19182284232058405
